영업담당자,거래처,매출일,품목명,입고량,출고량,단가,매출액
박준우,한성플랜,01/11,"O2 (LGC, 175L) ",0,1,"50,000","50,000"
박준우,한성플랜,01/11,"O2 (LGC, 175L, 고압용)",1,0,"50,000",0
박준우,한성플랜,01/25,Ar (일반),4,3,"14,000","42,000"
박준우,한성플랜,01/25,"N2 (LGC, 175L)",1,1,"50,000","50,000"
박준우,한성플랜,01/25,"N2 (LGC, 175L, 고압용)",2,0,"50,000",0
박준우,한성플랜,01/25,"O2 (LGC, 175L) ",0,2,"50,000","100,000"
박준우,한성플랜,01/25,"O2 (LGC, 175L, 고압용)",1,2,"50,000","100,000"
박준우,한성플랜,02/01,입금 (가스매출),0,0,0,0
박준우,한성플랜,02/01,Ar (일반),1,3,"14,000","42,000"
박준우,한성플랜,02/01,"CO2 (공업용, 20kg)",3,3,"14,000","42,000"
박준우,한성플랜,02/01,"N2 (LGC, 175L)",0,2,"50,000","100,000"
박준우,한성플랜,02/01,"N2 (LGC, 175L, 고압용)",2,1,"50,000","50,000"
박준우,한성플랜,02/01,"O2 (LGC, 175L) ",1,0,"50,000",0
박준우,한성플랜,02/01,"O2 (LGC, 175L, 고압용)",2,0,"-50,000","-100,000"
박준우,한성플랜,02/08,Ar (일반),4,4,"14,000","56,000"
박준우,한성플랜,02/08,"CO2 (공업용, 20kg)",6,8,"14,000","112,000"
박준우,한성플랜,02/08,"N2 (LGC, 175L)",2,1,"50,000","50,000"
박준우,한성플랜,02/08,"N2 (LGC, 175L, 고압용)",0,1,"50,000","50,000"
박준우,한성플랜,02/15,Ar (일반),3,3,"14,000","42,000"
박준우,한성플랜,02/15,"CO2 (공업용, 20kg)",1,0,"14,000",0
박준우,한성플랜,02/15,"N2 (LGC, 175L)",1,0,"50,000",0
박준우,한성플랜,02/15,"N2 (LGC, 175L, 고압용)",1,1,"50,000","50,000"
박준우,한성플랜,02/28,입금 (가스매출),0,0,0,0
박준우,한성플랜,02/28,Ar (일반),3,3,"14,000","42,000"
박준우,한성플랜,02/28,"CO2 (공업용, 20kg)",3,3,"14,000","42,000"
박준우,한성플랜,02/28,"N2 (LGC, 175L)",0,1,"50,000","50,000"
박준우,한성플랜,02/28,"N2 (LGC, 175L, 고압용)",1,1,"50,000","50,000"
박준우,한성플랜,02/28,"O2 (LGC, 175L) ",1,0,"50,000",0
박준우,한성플랜,03/08,Ar (일반),4,3,"14,000","42,000"
박준우,한성플랜,03/08,"N2 (LGC, 175L)",1,1,"50,000","50,000"
박준우,한성플랜,03/08,"N2 (LGC, 175L, 고압용)",1,1,"50,000","50,000"
박준우,한성플랜,03/15,Ar (일반),4,4,"14,000","56,000"
박준우,한성플랜,03/15,"N2 (LGC, 175L)",1,1,"50,000","50,000"
박준우,한성플랜,03/15,"N2 (LGC, 175L, 고압용)",1,1,"50,000","50,000"
박준우,한성플랜,03/15,"O2 (LGC, 175L, 고압용)",0,1,"50,000","50,000"
박준우,한성플랜,03/22,Ar (일반),4,4,"14,000","56,000"
박준우,한성플랜,03/22,"N2 (LGC, 175L)",1,1,"50,000","50,000"
박준우,한성플랜,03/22,"N2 (LGC, 175L, 고압용)",1,1,"50,000","50,000"
박준우,한성플랜,03/31,입금 (가스매출),0,0,0,0
박준우,한성플랜,04/05,Ar (일반),4,4,"14,000","56,000"
박준우,한성플랜,04/05,"N2 (LGC, 175L)",1,2,"50,000","100,000"
박준우,한성플랜,04/05,"N2 (LGC, 175L, 고압용)",1,0,"50,000",0
박준우,한성플랜,04/05,"O2 (LGC, 175L) ",1,1,"50,000","50,000"
박준우,한성플랜,04/19,Ar (일반),4,5,"14,000","70,000"
박준우,한성플랜,04/19,"CO2 (공업용, 20kg)",1,1,"14,000","14,000"
박준우,한성플랜,04/19,"N2 (LGC, 175L)",1,1,"50,000","50,000"
박준우,한성플랜,04/25,Ar (일반),2,2,"14,000","28,000"
박준우,한성플랜,04/25,"N2 (LGC, 175L)",1,0,"50,000",0
박준우,한성플랜,04/25,"N2 (LGC, 175L, 고압용)",0,1,"50,000","50,000"
박준우,한성플랜,05/03,Ar (일반),6,6,"18,000","108,000"
박준우,한성플랜,05/03,"CO2 (공업용, 20kg)",1,1,"20,000","20,000"
박준우,한성플랜,05/03,"N2 (LGC, 175L, 고압용)",1,1,"65,000","65,000"
박준우,한성플랜,05/04,입금 (가스매출),0,0,0,0
박준우,한성플랜,05/10,Ar (일반),1,1,"18,000","18,000"
박준우,한성플랜,05/10,"N2 (LGC, 175L)",1,0,"65,000",0
박준우,한성플랜,05/10,"N2 (LGC, 175L, 고압용)",0,1,"65,000","65,000"
박준우,한성플랜,05/10,"O2 (LGC, 175L) ",1,1,"65,000","65,000"
박준우,한성플랜,05/17,"N2 (LGC, 175L)",1,1,"65,000","65,000"
박준우,한성플랜,05/17,"N2 (LGC, 175L, 고압용)",1,0,"65,000",0
박준우,한성플랜,05/17,"O2 (LGC, 175L, 고압용)",1,0,"65,000",0
박준우,한성플랜,05/24,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,05/24,"N2 (LGC, 175L)",1,1,"65,000","65,000"
박준우,한성플랜,05/24,"N2 (LGC, 175L, 고압용)",2,3,"65,000","195,000"
박준우,한성플랜,05/31,Ar (일반),3,3,"18,000","54,000"
박준우,한성플랜,05/31,"N2 (LGC, 175L)",1,1,"65,000","65,000"
박준우,한성플랜,05/31,"N2 (LGC, 175L, 고압용)",3,3,"65,000","195,000"
박준우,한성플랜,05/31,"O2 (LGC, 175L, 고압용)",0,1,"65,000","65,000"
박준우,한성플랜,06/01,입금 (가스매출),0,0,0,0
박준우,한성플랜,06/07,Ar (일반),4,5,"18,000","90,000"
박준우,한성플랜,06/07,"N2 (LGC, 175L)",0,3,"65,000","195,000"
박준우,한성플랜,06/07,"N2 (LGC, 175L, 고압용)",2,0,"65,000",0
박준우,한성플랜,06/14,Ar (일반),3,3,"18,000","54,000"
박준우,한성플랜,06/14,"N2 (LGC, 175L)",2,1,"65,000","65,000"
박준우,한성플랜,06/14,"N2 (LGC, 175L, 고압용)",1,1,"65,000","65,000"
박준우,한성플랜,06/21,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,06/21,"CO2 (공업용, 20kg)",1,1,"20,000","20,000"
박준우,한성플랜,06/21,"N2 (LGC, 175L)",2,0,"65,000",0
박준우,한성플랜,06/21,"N2 (LGC, 175L, 고압용)",0,1,"65,000","65,000"
박준우,한성플랜,06/21,"O2 (LGC, 175L) ",1,0,"65,000",0
박준우,한성플랜,06/28,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,06/28,"N2 (LGC, 175L)",1,1,"65,000","65,000"
박준우,한성플랜,06/28,"N2 (LGC, 175L, 고압용)",1,2,"65,000","130,000"
박준우,한성플랜,06/28,"O2 (LGC, 175L, 고압용)",0,1,"65,000","65,000"
박준우,한성플랜,07/05,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,07/05,"N2 (LGC, 175L)",0,1,"65,000","65,000"
박준우,한성플랜,07/05,"N2 (LGC, 175L, 고압용)",1,0,"65,000",0
박준우,한성플랜,07/12,Ar (일반),1,1,"18,000","18,000"
박준우,한성플랜,07/12,"N2 (LGC, 175L)",0,1,"65,000","65,000"
박준우,한성플랜,07/12,"N2 (LGC, 175L, 고압용)",2,1,"65,000","65,000"
박준우,한성플랜,07/19,Ar (일반),3,2,"18,000","36,000"
박준우,한성플랜,07/19,"N2 (LGC, 175L)",2,0,"65,000",0
박준우,한성플랜,07/19,"N2 (LGC, 175L, 고압용)",0,3,"65,000","195,000"
박준우,한성플랜,07/19,"O2 (LGC, 175L) ",0,1,"65,000","65,000"
박준우,한성플랜,07/19,"O2 (LGC, 175L, 고압용)",1,0,"65,000",0
박준우,한성플랜,07/26,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,07/26,"CO2 (공업용, 20kg)",1,1,"20,000","20,000"
박준우,한성플랜,07/26,"N2 (LGC, 175L)",1,1,"65,000","65,000"
박준우,한성플랜,07/26,"N2 (LGC, 175L, 고압용)",4,3,"65,000","195,000"
박준우,한성플랜,07/26,"O2 (LGC, 175L) ",0,1,"65,000","65,000"
박준우,한성플랜,07/26,"O2 (LGC, 175L, 고압용)",1,0,"65,000",0
박준우,한성플랜,07/31,입금 (가스매출),0,0,0,0
박준우,한성플랜,08/01,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,08/01,"N2 (LGC, 175L)",0,1,"65,000","65,000"
박준우,한성플랜,08/01,"N2 (LGC, 175L, 고압용)",2,2,"65,000","130,000"
박준우,한성플랜,08/11,Ar (일반),6,7,"18,000","126,000"
박준우,한성플랜,08/11,"CO2 (공업용, 20kg)",1,0,"20,000",0
박준우,한성플랜,08/11,"N2 (LGC, 175L)",1,1,"65,000","65,000"
박준우,한성플랜,08/11,"N2 (LGC, 175L, 고압용)",1,1,"65,000","65,000"
박준우,한성플랜,08/16,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,08/16,"N2 (LGC, 175L)",1,1,"65,000","65,000"
박준우,한성플랜,08/16,"N2 (LGC, 175L, 고압용)",1,1,"65,000","65,000"
박준우,한성플랜,08/16,"O2 (LGC, 175L) ",1,0,"65,000",0
박준우,한성플랜,08/16,"O2 (LGC, 175L, 고압용)",0,1,"65,000","65,000"
박준우,한성플랜,08/23,Ar (일반),4,4,"18,000","72,000"
박준우,한성플랜,08/23,"N2 (LGC, 175L)",1,0,"65,000",0
박준우,한성플랜,08/23,"N2 (LGC, 175L, 고압용)",2,4,"65,000","260,000"
박준우,한성플랜,08/30,Ar (일반),3,3,"18,000","54,000"
박준우,한성플랜,08/30,"N2 (LGC, 175L)",1,3,"65,000","195,000"
박준우,한성플랜,08/30,"N2 (LGC, 175L, 고압용)",3,1,"65,000","65,000"
박준우,한성플랜,08/31,입금 (가스매출),0,0,0,0
박준우,한성플랜,09/06,Ar (일반),8,14,"18,000","252,000"
박준우,한성플랜,09/06,"CO2 (공업용, 20kg)",2,4,"20,000","80,000"
박준우,한성플랜,09/06,"N2 (LGC, 175L)",1,2,"65,000","130,000"
박준우,한성플랜,09/06,"N2 (LGC, 175L, 고압용)",3,2,"65,000","130,000"
박준우,한성플랜,09/06,"O2 (LGC, 175L) ",1,1,"65,000","65,000"
박준우,한성플랜,09/13,Ar (일반),7,7,"18,000","126,000"
박준우,한성플랜,09/13,"CO2 (공업용, 20kg)",2,2,"20,000","40,000"
박준우,한성플랜,09/13,"N2 (LGC, 175L)",3,0,"65,000",0
박준우,한성플랜,09/13,"N2 (LGC, 175L, 고압용)",1,4,"65,000","260,000"
박준우,한성플랜,09/20,Ar (일반),7,7,"18,000","126,000"
박준우,한성플랜,09/20,"CO2 (공업용, 20kg)",2,2,"20,000","40,000"
박준우,한성플랜,09/20,"N2 (LGC, 175L)",1,3,"65,000","195,000"
박준우,한성플랜,09/20,"N2 (LGC, 175L, 고압용)",3,1,"65,000","65,000"
박준우,한성플랜,09/20,"O2 (LGC, 175L) ",0,1,"65,000","65,000"
박준우,한성플랜,09/20,"O2 (LGC, 175L, 고압용)",1,0,"65,000",0
박준우,한성플랜,09/26,Ar (일반),3,3,"18,000","54,000"
박준우,한성플랜,09/26,"CO2 (공업용, 20kg)",2,1,"20,000","20,000"
박준우,한성플랜,09/26,"N2 (LGC, 175L)",0,2,"65,000","130,000"
박준우,한성플랜,09/26,"N2 (LGC, 175L, 고압용)",2,0,"65,000",0
박준우,한성플랜,09/26,"O2 (LGC, 175L) ",1,0,"65,000",0
박준우,한성플랜,09/27,입금 (가스매출),0,0,0,0
박준우,한성플랜,10/05,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,10/05,"N2 (LGC, 175L)",1,0,"65,000",0
박준우,한성플랜,10/05,"N2 (LGC, 175L, 고압용)",0,1,"65,000","65,000"
박준우,한성플랜,10/11,기화기 (20Nm3/Hr),0,2,0,0
박준우,한성플랜,10/11,Ar (일반),4,4,"18,000","72,000"
박준우,한성플랜,10/11,"N2 (LGC, 175L)",4,1,"65,000","65,000"
박준우,한성플랜,10/11,"N2 (LGC, 175L, 고압용)",1,3,"65,000","195,000"
박준우,한성플랜,10/11,"O2 (LGC, 175L, 고압용)",0,1,"65,000","65,000"
박준우,한성플랜,10/18,Ar (일반),4,4,"18,000","72,000"
박준우,한성플랜,10/18,"N2 (LGC, 175L)",0,2,"65,000","130,000"
박준우,한성플랜,10/18,"N2 (LGC, 175L, 고압용)",2,0,"65,000",0
박준우,한성플랜,10/25,Ar (일반),4,0,"18,000",0
박준우,한성플랜,10/25,"N2 (LGC, 175L)",0,2,"65,000","130,000"
박준우,한성플랜,10/25,"N2 (LGC, 175L, 고압용)",2,2,"65,000","130,000"
박준우,한성플랜,10/31,입금 (가스매출),0,0,0,0
박준우,한성플랜,11/01,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,11/01,"CO2 (공업용, 20kg)",2,2,"20,000","40,000"
박준우,한성플랜,11/01,"N2 (LGC, 175L)",3,0,"65,000",0
박준우,한성플랜,11/01,"N2 (LGC, 175L, 고압용)",1,4,"65,000","260,000"
박준우,한성플랜,11/08,Ar (일반),3,3,"18,000","54,000"
박준우,한성플랜,11/08,"CO2 (공업용, 20kg)",1,1,"20,000","20,000"
박준우,한성플랜,11/08,"N2 (LGC, 175L)",1,1,"65,000","65,000"
박준우,한성플랜,11/08,"N2 (LGC, 175L, 고압용)",3,3,"65,000","195,000"
박준우,한성플랜,11/15,Ar (일반),5,5,"18,000","90,000"
박준우,한성플랜,11/15,"CO2 (공업용, 20kg)",1,1,"20,000","20,000"
박준우,한성플랜,11/15,"N2 (LGC, 175L)",2,1,"65,000","65,000"
박준우,한성플랜,11/15,"N2 (LGC, 175L, 고압용)",2,1,"65,000","65,000"
박준우,한성플랜,11/15,"O2 (LGC, 175L) ",1,0,"65,000",0
박준우,한성플랜,11/15,"O2 (LGC, 175L, 고압용)",0,1,"65,000","65,000"
박준우,한성플랜,11/22,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,11/22,"N2 (LGC, 175L)",0,1,"65,000","65,000"
박준우,한성플랜,11/22,"N2 (LGC, 175L, 고압용)",4,3,"65,000","195,000"
박준우,한성플랜,11/22,"O2 (LGC, 175L, 고압용)",1,1,"65,000","65,000"
박준우,한성플랜,11/29,Ar (일반),4,4,"18,000","72,000"
박준우,한성플랜,11/29,"N2 (LGC, 175L)",0,1,"65,000","65,000"
박준우,한성플랜,11/29,"N2 (LGC, 175L, 고압용)",1,0,"65,000",0
박준우,한성플랜,12/01,입금 (가스매출),0,0,0,0
박준우,한성플랜,12/06,Ar (일반),6,5,"18,000","90,000"
박준우,한성플랜,12/06,"CO2 (공업용, 20kg)",5,4,"20,000","80,000"
박준우,한성플랜,12/06,"N2 (LGC, 175L, 고압용)",2,2,"65,000","130,000"
박준우,한성플랜,12/06,"O2 (공업용, 40L)",2,0,"10,000",0
박준우,한성플랜,12/13,Ar (일반),4,4,"18,000","72,000"
박준우,한성플랜,12/13,"CO2 (공업용, 20kg)",0,1,"20,000","20,000"
박준우,한성플랜,12/13,"N2 (LGC, 175L)",3,0,"65,000",0
박준우,한성플랜,12/13,"N2 (LGC, 175L, 고압용)",0,3,"65,000","195,000"
박준우,한성플랜,12/13,"O2 (공업용, 40L)",0,3,"10,000","30,000"
박준우,한성플랜,12/20,Ar (일반),2,2,"18,000","36,000"
박준우,한성플랜,12/20,"CO2 (공업용, 20kg)",1,1,"20,000","20,000"
박준우,한성플랜,12/20,"N2 (LGC, 175L)",0,2,"65,000","130,000"
박준우,한성플랜,12/20,"N2 (LGC, 175L, 고압용)",1,0,"65,000",0
박준우,한성플랜,12/20,"O2 (공업용, 40L)",0,3,"10,000","30,000"
박준우,한성플랜,12/20,"O2 (LGC, 175L) ",0,1,"65,000","65,000"
박준우,한성플랜,12/20,"O2 (LGC, 175L, 고압용)",1,0,"65,000",0
박준우,한성플랜,12/27,Ar (일반),4,4,"18,000","72,000"
박준우,한성플랜,12/27,"CO2 (공업용, 20kg)",3,3,"20,000","60,000"
박준우,한성플랜,12/27,"O2 (공업용, 40L)",2,2,"10,000","20,000"
김명현,한양종합가스,01/05,"N2 (kg, Bulk)",0,"3,000",239,"717,000"
김명현,한양종합가스,01/18,"N2 (kg, Bulk)",0,"2,800",239,"669,200"
김명현,한양종합가스,01/18,"N2 (kg, Bulk)",0,"3,121",171,"533,691"
김명현,한양종합가스,01/27,"CO2 (kg, Bulk)",0,"4,010",270,"1,082,700"
김명현,한양종합가스,01/31,입금 (가스매출),0,0,0,0
김명현,한양종합가스,01/31,입금 (가스매출),0,0,0,0
김명현,한양종합가스,01/31,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,02/06,"N2 (kg, Bulk)",0,"4,380",275,"1,204,500"
김명현,한양종합가스,02/07,"N2 (kg, Bulk)",0,"2,500",244,"610,000"
김명현,한양종합가스,02/21,"N2 (kg, Bulk)",0,"2,800",244,"683,200"
김명현,한양종합가스,02/22,"N2 (kg, Bulk)",0,"2,623",171,"448,533"
김명현,한양종합가스,02/27,"CO2 (kg, Bulk)",0,"4,570",270,"1,233,900"
김명현,한양종합가스,02/28,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,03/08,입금 (가스매출),0,0,0,0
김명현,한양종합가스,03/08,"N2 (kg, Bulk)",0,"2,900",244,"707,600"
김명현,한양종합가스,03/15,입금 (가스매출),0,0,0,0
김명현,한양종합가스,03/21,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,03/21,"N2 (kg, Bulk)",0,"4,101",275,"1,127,775"
김명현,한양종합가스,03/24,"N2 (kg, Bulk)",0,"2,850",244,"695,400"
김명현,한양종합가스,03/29,"N2 (kg, Bulk)",0,"2,585",171,"442,035"
김명현,한양종합가스,04/04,"N2 (kg, Bulk)",0,"2,500",244,"610,000"
김명현,한양종합가스,04/05,"CO2 (kg, Bulk)",0,"4,900",270,"1,323,000"
김명현,한양종합가스,04/12,"N2 (kg, Bulk)",0,"2,700",244,"658,800"
김명현,한양종합가스,04/28,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,04/28,"N2 (kg, Bulk)",0,"3,045",171,"520,695"
김명현,한양종합가스,05/02,입금 (가스매출),0,0,0,0
김명현,한양종합가스,05/02,"N2 (kg, Bulk)",0,"4,300",275,"1,182,500"
김명현,한양종합가스,05/09,"CO2 (kg, Bulk)",0,"4,300",270,"1,161,000"
김명현,한양종합가스,05/10,입금 (가스매출),0,0,0,0
김명현,한양종합가스,05/31,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,06/08,"N2 (kg, Bulk)",0,"3,112",171,"532,152"
김명현,한양종합가스,06/13,"CO2 (kg, Bulk)",0,"4,340",270,"1,171,800"
김명현,한양종합가스,06/14,"N2 (kg, Bulk)",0,"4,201",275,"1,155,275"
김명현,한양종합가스,06/15,입금 (가스매출),0,0,0,0
김명현,한양종합가스,06/30,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,07/03,"N2 (kg, Bulk)",0,"2,950",171,"504,450"
김명현,한양종합가스,07/19,"N2 (kg, Bulk)",0,"3,870",275,"1,064,250"
김명현,한양종합가스,07/24,"CO2 (kg, Bulk)",0,"3,300",270,"891,000"
김명현,한양종합가스,07/31,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,08/01,입금 (가스매출),0,0,0,0
김명현,한양종합가스,08/08,"N2 (kg, Bulk)",0,"3,116",171,"532,836"
김명현,한양종합가스,08/28,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,08/28,"N2 (kg, Bulk)",0,"3,900",275,"1,072,500"
김명현,한양종합가스,09/11,"N2 (kg, Bulk)",0,"2,872",171,"491,112"
김명현,한양종합가스,09/12,입금 (가스매출),0,0,0,0
김명현,한양종합가스,09/22,"CO2 (kg, Bulk)",0,"4,230",270,"1,142,100"
김명현,한양종합가스,09/27,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,09/30,"He (UHP, 47L, 99.999%)",0,1,0,0
김명현,한양종합가스,09/30,"Mix (UHP, CO2 1.96% + N2 26.9% + He Bal)",1,0,0,0
김명현,한양종합가스,10/12,"N2 (kg, Bulk)",0,"4,101",275,"1,127,775"
김명현,한양종합가스,10/16,입금 (가스매출),0,0,0,0
김명현,한양종합가스,10/18,"N2 (kg, Bulk)",0,"2,678",171,"457,938"
김명현,한양종합가스,10/31,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,11/07,단가차액 (가스),0,0,0,0
김명현,한양종합가스,11/07,입금 (가스매출),0,0,0,0
김명현,한양종합가스,11/16,"N2 (kg, Bulk)",0,"4,301",275,"1,182,775"
김명현,한양종합가스,11/19,"CO2 (kg, Bulk)",0,"4,349",270,"1,174,230"
김명현,한양종합가스,11/20,"N2 (kg, Bulk)",0,"2,716",171,"464,436"
김명현,한양종합가스,11/30,장비 임대,0,1,"200,000","200,000"
김명현,한양종합가스,12/05,입금 (가스매출),0,0,0,0
김명현,한양종합가스,12/20,"N2 (kg, Bulk)",0,"2,501",171,"427,671"
김명현,한양종합가스,12/29,장비 임대,0,1,"200,000","200,000"
김효동,한울티엘,01/05,"CO2 (kg, Bulk)",0,"4,712",254,"1,196,848"
김효동,한울티엘,01/13,"CO2 (kg, Bulk)",0,"4,415",254,"1,121,410"
김효동,한울티엘,01/27,"CO2 (kg, Bulk)",0,"19,190",254,"4,874,260"
김효동,한울티엘,01/31,입금 (가스매출),0,0,0,0
김효동,한울티엘,02/08,"CO2 (kg, Bulk)",0,"5,939",254,"1,508,506"
김효동,한울티엘,02/08,"CO2 (kg, Bulk)",0,"16,040",254,"4,074,160"
김효동,한울티엘,02/09,"CO2 (kg, Bulk)",0,"7,073",254,"1,796,542"
김효동,한울티엘,02/11,"CO2 (kg, Bulk)",0,"20,901",254,"5,308,854"
김효동,한울티엘,02/14,"CO2 (kg, Bulk)",0,"21,024",254,"5,340,096"
김효동,한울티엘,02/17,"CO2 (kg, Bulk)",0,"8,268",254,"2,100,072"
김효동,한울티엘,02/28,입금 (가스매출),0,0,0,0
김효동,한울티엘,03/03,"CO2 (kg, Bulk)",0,"13,726",270,"3,706,020"
김효동,한울티엘,03/21,"CO2 (kg, Bulk)",0,"7,533",270,"2,033,910"
김효동,한울티엘,03/31,입금 (가스매출),0,0,0,0
김효동,한울티엘,04/05,"CO2 (kg, Bulk)",0,"12,236",270,"3,303,720"
김효동,한울티엘,04/26,"CO2 (kg, Bulk)",0,"21,130",270,"5,705,100"
김효동,한울티엘,04/28,입금 (가스매출),0,0,0,0
김효동,한울티엘,04/30,"CO2 (kg, Bulk)",0,"21,570",270,"5,823,900"
김효동,한울티엘,05/04,"CO2 (kg, Bulk)",0,"8,078",270,"2,181,060"
김효동,한울티엘,05/24,"CO2 (kg, Bulk)",0,"14,325",270,"3,867,750"
김효동,한울티엘,05/31,입금 (가스매출),0,0,0,0
김효동,한울티엘,06/05,"CO2 (kg, Bulk)",0,"10,002",270,"2,700,540"
김효동,한울티엘,06/18,"CO2 (kg, Bulk)",0,"21,233",270,"5,732,910"
김효동,한울티엘,06/26,"CO2 (kg, Bulk)",0,"15,009",270,"4,052,430"
김효동,한울티엘,06/30,입금 (가스매출),0,0,0,0
김효동,한울티엘,07/02,"CO2 (kg, Bulk)",0,"21,230",270,"5,732,100"
김효동,한울티엘,07/09,"CO2 (kg, Bulk)",0,"21,146",270,"5,709,420"
김효동,한울티엘,07/16,"CO2 (kg, Bulk)",0,"16,221",270,"4,379,670"
김효동,한울티엘,07/23,"CO2 (kg, Bulk)",0,"14,904",270,"4,024,080"
김효동,한울티엘,07/30,"CO2 (kg, Bulk)",0,"21,670",270,"5,850,900"
김효동,한울티엘,07/31,입금 (가스매출),0,0,0,0
김효동,한울티엘,08/06,"CO2 (kg, Bulk)",0,"19,120",270,"5,162,400"
김효동,한울티엘,08/13,"CO2 (kg, Bulk)",0,"12,070",270,"3,258,900"
김효동,한울티엘,08/20,"CO2 (kg, Bulk)",0,"19,231",270,"5,192,370"
김효동,한울티엘,08/27,"CO2 (kg, Bulk)",0,"21,585",270,"5,827,950"
김효동,한울티엘,08/31,입금 (가스매출),0,0,0,0
김효동,한울티엘,09/03,"CO2 (kg, Bulk)",0,"21,287",270,"5,747,490"
김효동,한울티엘,09/12,"CO2 (kg, Bulk)",0,"10,012",270,"2,703,240"
김효동,한울티엘,09/16,"CO2 (kg, Bulk)",0,"21,159",270,"5,712,930"
김효동,한울티엘,09/16,"CO2 (kg, Bulk)",0,"21,566",270,"5,822,820"
김효동,한울티엘,09/18,"CO2 (kg, Bulk)",0,"5,000",270,"1,350,000"
김효동,한울티엘,09/26,"CO2 (kg, Bulk)",0,"20,960",270,"5,659,200"
김효동,한울티엘,09/27,입금 (가스매출),0,0,0,0
김효동,한울티엘,10/18,"CO2 (kg, Bulk)",0,"21,019",270,"5,675,130"
김효동,한울티엘,10/28,"CO2 (kg, Bulk)",0,"4,379",270,"1,182,330"
김효동,한울티엘,10/31,입금 (가스매출),0,0,0,0
김효동,한울티엘,10/31,"CO2 (kg, Bulk)",0,"6,112",270,"1,650,240"
김효동,한울티엘,11/02,"CO2 (kg, Bulk)",0,"14,001",270,"3,780,270"
김효동,한울티엘,11/15,"CO2 (kg, Bulk)",0,"15,650",270,"4,225,500"
김효동,한울티엘,11/21,"CO2 (kg, Bulk)",0,"5,320",270,"1,436,400"
김효동,한울티엘,11/29,"CO2 (kg, Bulk)",0,"8,332",270,"2,249,640"
김효동,한울티엘,11/30,입금 (가스매출),0,0,0,0
김효동,한울티엘,12/07,"CO2 (kg, Bulk)",0,"17,550",270,"4,738,500"
김효동,한울티엘,12/15,"CO2 (kg, Bulk)",0,"9,036",270,"2,439,720"
김효동,한울티엘,12/21,"CO2 (kg, Bulk)",0,"9,179",270,"2,478,330"
김효동,한울티엘,12/28,"CO2 (kg, Bulk)",0,"9,371",270,"2,530,170"
김효동,한울티엘,12/29,입금 (가스매출),0,0,0,0
김혁수,현대연구소(남양),01/03,Ar (일반),0,3,"20,000","60,000"
김혁수,현대연구소(남양),01/05,입금 (가스매출),0,0,0,0
김혁수,현대연구소(남양),01/10,"N2 (kg, Bulk)",0,"2,160",185,"399,600"
김혁수,현대연구소(남양),01/17,입금 (가스매출),0,0,0,0
김혁수,현대연구소(남양),01/18,"N2 (kg, Bulk)",0,"2,084",185,"385,540"
김혁수,현대연구소(남양),01/26,입금 (가스매출),0,0,0,0
김혁수,현대연구소(남양),02/02,"N2 (kg, Bulk)",0,"2,000",185,"370,000"
김혁수,현대연구소(남양),02/16,입금 (가스매출),0,0,0,0
김혁수,현대연구소(남양),03/09,"N2 (kg, Bulk)",0,"2,043",185,"377,955"
김혁수,현대연구소(남양),03/09,"N2 (kg, Bulk)",0,"2,160",185,"399,600"
김혁수,현대연구소(남양),03/09,"N2 (kg, Bulk)",0,82,185,"15,170"
김혁수,현대연구소(남양),03/16,입금 (가스매출),0,0,0,0
김혁수,현대연구소(남양),03/28,"N2 (kg, Bulk)",0,"1,870",185,"345,950"
김혁수,현대연구소(남양),04/12,"N2 (kg, Bulk)",0,"2,064",185,"381,840"
김혁수,현대연구소(남양),04/12,"N2 (kg, Bulk)",0,16,185,"2,960"
김혁수,현대연구소(남양),04/20,입금 (가스매출),0,0,0,0
김혁수,현대연구소(남양),04/20,"N2 (kg, Bulk)",0,"2,100",185,"388,500"
김혁수,현대연구소(남양),04/27,"N2 (kg, Bulk)",0,"1,800",185,"333,000"
김혁수,현대연구소(남양),05/12,"N2 (kg, Bulk)",0,"2,050",185,"379,250"
김혁수,현대연구소(남양),06/02,"N2 (kg, Bulk)",0,"2,112",185,"390,720"
김혁수,현대연구소(남양),06/02,"N2 (kg, Bulk)",0,"1,980",185,"366,300"
